0;0;0;0;land;false;unknown;0
1;215;222;135;land;true;forest;1
2;192;237;129;land;false;forest;1
3;149;239;164;land;false;desert;1
4;225;148;138;land;true;forest;1
5;244;234;118;land;true;forest;1
6;246;248;197;land;true;forest;1
7;245;133;178;land;false;desert;1
8;183;168;180;land;true;forest;1
9;245;82;229;land;false;forest;1
10;238;146;156;land;false;desert;1
11;198;148;214;land;true;forest;1
12;251;150;133;land;false;forest;1
13;178;176;193;land;true;forest;1
14;248;59;202;land;false;forest;1
15;201;219;164;land;true;forest;1
16;220;199;204;land;false;forest;1
17;184;200;131;land;false;forest;1
18;236;226;229;land;false;forest;1
19;226;149;144;land;true;forest;1
20;168;218;184;land;true;forest;1
21;195;147;184;land;false;forest;1
22;212;40;254;land;false;forest;1
23;224;251;137;land;false;forest;1
24;187;175;202;land;false;forest;1
25;108;251;251;land;false;desert;1
26;61;249;243;land;true;forest;1
27;206;134;198;land;true;forest;1
28;120;196;252;land;false;forest;1
29;254;119;225;land;false;forest;1
30;131;226;219;land;true;forest;1
31;176;223;137;land;false;forest;1
32;96;251;155;land;false;forest;1
33;224;174;108;land;false;forest;1
34;236;87;214;land;true;forest;1
35;165;171;197;land;true;forest;1
36;230;233;204;land;false;forest;1
37;248;229;102;land;false;forest;1
38;222;243;72;land;false;forest;1
39;221;192;127;land;true;forest;1
40;254;231;246;land;true;marsh;1
41;212;199;112;land;false;forest;1
42;181;164;164;land;true;forest;1
43;182;90;238;land;false;forest;1
44;169;222;246;land;true;forest;1
45;245;192;147;land;false;forest;1
46;66;230;240;land;false;forest;1
47;124;214;173;land;false;forest;1
48;184;178;231;land;true;forest;1
49;209;174;132;land;false;forest;1
50;195;221;247;land;true;forest;1
51;206;231;85;land;false;forest;1
52;249;230;135;land;true;forest;1
53;168;198;245;land;false;forest;1
54;244;153;153;land;true;forest;1
55;236;246;54;land;true;forest;1
56;206;151;232;land;true;forest;1
57;221;240;87;land;false;forest;1
58;230;40;249;land;true;forest;1
59;248;153;179;land;true;forest;1
60;170;163;168;land;false;forest;1
61;189;250;197;land;true;forest;1
62;252;224;128;land;false;forest;1
